[Number of elements]
2

[Mass of elements] (g/mole)
27.0 24.30

[Number of Points]
500

[[Pair Potential (Al Al)]]
[ID]
1 1

[Max and Min distance]
5.5580 2.0210

[Spline Parameters]
2.02099990844700E+00	1.95910000801086E+00	-6.87554828319057E+00
2.02807402610800E+00	1.91046237945557E+00	-6.75571547883941E+00
2.03514790535000E+00	1.86267244815826E+00	-6.63744988736641E+00
2.04222202301000E+00	1.81571912765503E+00	-6.51984151420130E+00
2.04929590225200E+00	1.76959776878357E+00	-6.40378350216567E+00
2.05637001991300E+00	1.72429740428925E+00	-6.28841641193949E+00
2.06344389915500E+00	1.67981314659119E+00	-6.17456597934125E+00
2.07051801681500E+00	1.63613426685333E+00	-6.06142332030111E+00
2.07759189605700E+00	1.59325575828552E+00	-5.94976361538591E+00
2.08466601371800E+00	1.55116713047028E+00	-5.83884538753605E+00
2.09173989296000E+00	1.50986313819885E+00	-5.72942696555981E+00
2.09881401062000E+00	1.46933317184448E+00	-5.62071631714448E+00
2.10588788986200E+00	1.42957222461700E+00	-5.51348862285270E+00
2.11296200752300E+00	1.39056980609894E+00	-5.40701925737771E+00
2.12003588676500E+00	1.35232055187225E+00	-5.30201599427341E+00
2.12711000442500E+00	1.31481409072876E+00	-5.19775420823298E+00
2.13418388366700E+00	1.27804517745972E+00	-5.09495852456741E+00
2.14125800132800E+00	1.24200344085693E+00	-4.99293802146453E+00
2.14833188056900E+00	1.20668339729309E+00	-4.89233306548204E+00
2.15540599823000E+00	1.17207503318787E+00	-4.79253699356941E+00
2.16247987747200E+00	1.13817262649536E+00	-4.69415646877440E+00
2.16955399513200E+00	1.10496616363525E+00	-4.59656797629488E+00
2.17662787437400E+00	1.07245004177094E+00	-4.50041188269011E+00
2.18370199203500E+00	1.04061412811279E+00	-4.40504782139808E+00
2.19077587127700E+00	1.00945281982422E+00	-4.31109930722789E+00
2.19784998893700E+00	9.78956103324890E-01	-4.21795967712482E+00
2.20492386817900E+00	9.49118256568909E-01	-4.12621031651442E+00
2.21199798584000E+00	9.19929444789886E-01	-4.03530354347471E+00
2.21907186508200E+00	8.91383707523345E-01	-3.94577018817598E+00
2.22614598274200E+00	8.63471329212189E-01	-3.85707942044841E+00
2.23321986198400E+00	8.36186349391937E-01	-3.76976207046141E+00
2.24029397964500E+00	8.09519052505493E-01	-3.68328730804552E+00
2.24736785888700E+00	7.83463478088379E-01	-3.59818596337052E+00
2.25444197654700E+00	7.58009910583496E-01	-3.51393563214221E+00
2.26151585578900E+00	7.33152329921722E-01	-3.43104186690316E+00
2.26858997345000E+00	7.08881139755249E-01	-3.34111249544614E+00
2.27566385269200E+00	6.85246109962463E-01	-3.26837191043809E+00
2.28273797035200E+00	6.62125647068024E-01	-3.18867997796919E+00
2.28981184959400E+00	6.39568924903870E-01	-3.11040359261959E+00
2.29688596725500E+00	6.17565929889678E-01	-3.03309618297666E+00
2.30395984649700E+00	5.96109807491302E-01	-2.95718746870145E+00
