5100
1	2	2	4.207136744e+000	7.184393600e+001	3.030750000e+000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1	2	2.423345174e+000	7.088894862e+001	1.010250000e+000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	1	1	6.410505702e-001	6.993400398e+001	3.030750000e+000	4.823077945e-003	2.322236156e-003	7.090689734e-004	0	0	0	0	0	0	0	0	0	0	0	0
4	1	2	1.318618458e+001	7.208865247e+001	3.030750000e+000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	1	2	1.139624766e+001	7.113472158e+001	1.010250000e+000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	1	2	8.693894517e+000	7.196392348e+001	1.010250000e+000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	1	1	9.608439511e+000	7.017797818e+001	3.030750000e+000	4.468014778e-003	3.447936456e-003	1.471020880e-003	0	0	0	0	0	0	0	0	0	0	0	0
8	1	2	6.907475394e+000	7.100786174e+001	3.030750000e+000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	2	1	7.822877602e+000	6.921894113e+001	1.010250000e+000	4.530433451e-004	1.910540432e-003	3.924371425e-003	0	0	0	0	0	0	0	0	0	0	0	0
10	1	1	5.123050014e+000	7.005047175e+001	1.010250000e+000	2.010445796e-003	1.716963792e-003	4.299501218e-003	0	0	0	0	0	0	0	0	0	0	0	0
11	1	1	6.039582359e+000	6.825826762e+001	3.030750000e+000	2.574015692e-003	1.814278218e-003	4.562492668e-003	0	0	0	0	0	0	0	0	0	0	0	0
12	1	1	3.340520859e+000	6.909239959e+001	3.030750000e+000	4.528516440e-006	3.436663564e-003	1.481730033e-003	0	0	0	0	0	0	0	0	0	0	0	0
13	1	1	4.258455296e+000	6.729672349e+001	1.010250000e+000	2.531894312e-003	3.808980300e-003	1.110775807e-003	0	0	0	0	0	0	0	0	0	0	0	0
14	1	1	1.559689103e+000	6.813433557e+001	1.010250000e+000	4.475509841e-003	1.098618166e-003	3.547694331e-003	0	0	0	0	0	0	0	0	0	0	0	0
15	1	1	2.479268446e+000	6.633513757e+001	3.030750000e+000	4.806566557e-003	1.668043468e-003	4.893893499e-003	0	0	0	0	0	0	0	0	0	0	0	0
16	1	1	7.016690206e-001	6.537434535e+001	1.010250000e+000	6.796923236e-005	1.059122966e-004	3.964128394e-003	0	0	0	0	0	0	0	0	0	0	0	0
17	1	2	2.039494283e+001	7.138218132e+001	1.010250000e+000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	2	2	1.768544661e+001	7.221073096e+001	1.010250000e+000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	1	2	1.859993884e+001	7.043736317e+001	3.030750000e+000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	1	2	1.589194623e+001	7.126229280e+001	3.030750000e+000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	1	1	1.680650347e+001	6.948798855e+001	1.010250000e+000	4.856569029e-003	8.362501677e-004	2.358888335e-003	0	0	0	0	0	0	0	0	0	0	0	0
22	1	2	1.410027149e+001	7.030990170e+001	1.010250000e+000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	1	1	1.501499597e+001	6.853401298e+001	3.030750000e+000	4.206557581e-003	7.124535347e-004	4.355668022e-003	0	0	0	0	0	0	0	0	0	0	0	0
24	1	1	1.231071182e+001	6.935375348e+001	3.030750000e+000	6.152943431e-004	7.827781843e-005	4.613261039e-003	0	0	0	0	0	0	0	0	0	0	0	0
25	1	1	1.322578292e+001	6.757558044e+001	1.010250000e+000	8.241260195e-004	2.788768021e-003	1.252025273e-003	0	0	0	0	0	0	0	0	0	0	0	0
26	1	1	1.052351756e+001	6.839422881e+001	1.010250000e+000	7.456015496e-004	2.573079407e-003	1.086010179e-003	0	0	0	0	0	0	0	0	0	0	0	0
27	1	1	1.143919875e+001	6.661306678e+001	3.030750000e+000	3.929773264e-003	3.385430462e-003	1.325244567e-003	0	0	0	0	0	0	0	0	0	0	0	0
28	1	1	8.738861584e+000	6.743190488e+001	3.030750000e+000	3.054879593e-003	1.149107805e-003	2.699241334e-003	0	0	0	0	0	0	0	0	0	0	0	0
29	2	1	9.655494250e+000	6.564710587e+001	1.010250000e+000	4.949205595e-003	3.760632427e-003	3.361323296e-003	0	0	0	0	0	0	0	0	0	0	0	0
30	2	1	6.956799771e+000	6.646754563e+001	1.010250000e+000	4.336140835e-003	2.680986264e-003	1.298428095e-003	0	0	0	0	0	0	0	0	0	0	0	0
31	1	1	7.874779829e+000	6.467858651e+001	3.030750000e+000	3.016658024e-003	2.164158783e-003	2.519019704e-003	0	0	0	0	0	0	0	0	0	0	0	0
32	2	1	5.177237954e+000	6.550206617e+001	3.030750000e+000	2.760399439e-003	1.459972654e-003	9.714083401e-004	0	0	0	0	0	0	0	0	0	0	0	0
33	1	1	6.096975072e+000	6.370861138e+001	1.010250000e+000	1.625289846e-003	3.944584119e-003	4.033375652e-003	0	0	0	0	0	0	0	0	0	0	0	0
34	1	1	3.399914173e+000	6.453647275e+001	1.010250000e+000	1.562789758e-003	3.824987374e-003	1.246434521e-003	0	0	0	0	0	0	0	0	0	0	0	0
35	2	1	4.321778806e+000	6.273841740e+001	3.030750000e+000	6.548691754e-004	1.156699879e-003	8.074705004e-004	0	0	0	0	0	0	0	0	0	0	0	0
36	1	1	1.624402892e+000	6.357178559e+001	3.030750000e+000	1.958163829e-004	3.370928531e-003	1.386230197e-003	0	0	0	0	0	0	0	0	0	0	0	0
37	1	1	2.548671477e+000	6.176926788e+001	1.010250000e+000	2.937432466e-003	1.505797432e-003	1.085946677e-003	0	0	0	0	0	0	0	0	0	0	0	0
38	2	1	7.769541550e-001	6.080233647e+001	3.030750000e+000	4.616073661e-004	2.266940061e-003	4.427456830e-003	0	0	0	0	0	0	0	0	0	0	0	0
39	2	2	2.941469590e+001	7.157386314e+001	1.010250000e+000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40	1	2	2.761682831e+001	7.064756813e+001	3.030750000e+000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41	1	2	2.490349749e+001	7.148731824e+001	3.030750000e+000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42	2	1	2.581937157e+001	6.971755010e+001	1.010250000e+000	1.273440261e-003	6.747946356e-004	3.235001773e-003	0	0	0	0	0	0	0	0	0	0	0	0
43	1	2	2.310641007e+001	7.055179000e+001	1.010250000e+000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44	1	1	2.402249575e+001	6.878326508e+001	3.030750000e+000	1.770898302e-003	4.690412977e-003	2.710459357e-003	0	0	0	0	0	0	0	0	0	0	0	0
45	2	1	2.131022651e+001	6.961178762e+001	3.030750000e+000	4.737428205e-003	3.936736921e-003	3.487769188e-003	0	0	0	0	0	0	0	0	0	0	0	0
46	1	1	2.222643913e+001	6.784414436e+001	1.010250000e+000	3.375151410e-003	1.948793666e-003	1.955848682e-003	0	0	0	0	0	0	0	0	0	0	0	0
47	1	1	1.951525177e+001	6.866690970e+001	1.010250000e+000	2.484469033e-003	6.767920920e-005	1.169754726e-003	0	0	0	0	0	0	0	0	0	0	0	0
48	1	1	2.043152312e+001	6.689962978e+001	3.030750000e+000	2.880503460e-003	3.749799518e-003	1.471038841e-003	0	0	0	0	0	0	0	0	0	0	0	0
49	1	1	1.772185816e+001	6.771684084e+001	3.030750000e+000	4.285390332e-003	2.046128720e-003	2.621648487e-003	0	0	0	0	0	0	0	0	0	0	0	0
50	1	1	1.863816215e+001	6.594922944e+001	1.010250000e+000	8.225754070e-004	1.227811184e-003	4.555317892e-003	0	0	0	0	0	0	0	0	0	0	0	0
51	1	1	1.593047562e+001	6.676141367e+001	1.010250000e+000	4.249144476e-003	2.919274656e-003	2.486578656e-005	0	0	0	0	0	0	0	0	0	0	0	0
52	1	1	1.684686204e+001	6.499259657e+001	3.030750000e+000	3.450831561e-003	3.770063118e-003	3.712006939e-004	0	0	0	0	0	0	0	0	0	0	0	0
53	1	1	1.414156539e+001	6.580067981e+001	3.030750000e+000	3.763638171e-003	4.345437237e-003	3.126039474e-003	0	0	0	0	0	0	0	0	0	0	0	0
54	1	1	1.505819704e+001	6.402962913e+001	1.010250000e+000	2.580610932e-003	4.440267782e-003	4.667364948e-004	0	0	0	0	0	0	0	0	0	0	0	0
55	1	1	1.235557256e+001	6.483497943e+001	1.010250000e+000	1.635681545e-003	4.915592123e-004	2.327928337e-003	0	0	0	0	0	0	0	0	0	0	0	0
56	1	1	1.327275634e+001	6.306057836e+001	3.030750000e+000	3.710920731e-003	1.762879212e-003	8.997300458e-004	0	0	0	0	0	0	0	0	0	0	0	0
57	1	1	1.057285765e+001	6.386499248e+001	3.030750000e+000	4.951762771e-003	2.490626035e-003	4.444724854e-003	0	0	0	0	0	0	0	0	0	0	0	0
58	1	1	1.149105503e+001	6.208614244e+001	1.010250000e+000	2.184948249e-003	1.786885521e-003	4.276895751e-003	0	0	0	0	0	0	0	0	0	0	0	0
59	1	1	8.793614865e+000	6.289175097e+001	1.010250000e+000	1.293582800e-003	7.845715227e-004	2.425226666e-003	0	0	0	0	0	0	0	0	0	0	0	0
60	1	1	9.713416456e+000	6.110751068e+001	3.030750000e+000	5.765691658e-004	3.658331443e-003	1.246127110e-003	0	0	0	0	0	0	0	0	0	0	0	0
61	2	1	7.017794139e+000	6.191659469e+001	3.030750000e+000	4.035419158e-003	3.685609295e-003	3.979702272e-004	0	0	0	0	0	0	0	0	0	0	0	0
62	1	1	7.939849975e+000	6.012632395e+001	1.010250000e+000	8.643285934e-004	1.397088376e-003	3.289783845e-003	0	0	0	0	0	0	0	0	0	0	0	0
63	1	1	5.245050129e+000	6.094106538e+001	1.010250000e+000	2.059567604e-004	4.643613135e-003	1.770669579e-003	0	0	0	0	0	0	0	0	0	0	0	0
64	1	1	6.169962966e+000	5.914453413e+001	3.030750000e+000	2.337121557e-003	2.184050522e-003	1.515272449e-003	0	0	0	0	0	0	0	0	0	0	0	0
65	1	1	3.474739704e+000	5.996675287e+001	3.030750000e+000	2.960478283e-004	3.795162495e-003	2.010778991e-006	0	0	0	0	0	0	0	0	0	0	0	0
66	1	1	4.402946753e+000	5.816417970e+001	1.010250000e+000	1.993780491e-004	4.014410625e-003	6.758502059e-004	0	0	0	0	0	0	0	0	0	0	0	0
67	1	1	1.705976880e+000	5.899512554e+001	1.010250000e+000	9.168798411e-004	4.062945016e-003	9.468711219e-004	0	0	0	0	0	0	0	0	0	0	0	0
68	1	1	2.637655742e+000	5.718713071e+001	3.030750000e+000	1.073340124e-003	1.414355527e-003	4.999489163e-003	0	0	0	0	0	0	0	0	0	0	0	0
